,Week Ending,Federal Provider Number,Provider Name,Provider Address,Provider City,Provider State,Provider Zip Code,Submitted Data,Passed Quality Assurance Check,Residents Weekly Admissions COVID-19,Residents Total Admissions COVID-19,Residents Weekly Confirmed COVID-19,Residents Total Confirmed COVID-19,Residents Weekly Suspected COVID-19,Residents Total Suspected COVID-19,Residents Weekly All Deaths,Residents Total All Deaths,Residents Weekly COVID-19 Deaths,Residents Total COVID-19 Deaths,Number of All Beds,Total Number of Occupied Beds,Resident Access to Testing in Facility,Laboratory Type Is State Health Dept,Laboratory Type Is Private Lab,Laboratory Type Is Other,Able to Test or Obtain Resources to Test All Current Residents Within Next 7 Days,Reason for Not Testing Residents - Lack of PPE for Personnel ,Reason for Not Testing Residents - Lack of Supplies,Reason for Not Testing Residents  - Lack of Access to Laboratory,Reason for Not Testing Residents - Lack of Access to Trained Personnel ,Reason for Not Testing Residents  - Uncertainty About Reimbursement,Reason for Not Testing Residents  - Other,During Past Two Weeks Average Time to Receive Resident Test Results,Has Facility Performed Resident Tests Since Last Report,Tested Residents with New Signs or Symptoms,Tested Asymptomatic Residents in a Unit or Section After a New Case,Tested Asymptomatic Residents Facility-Wide After a New Case,Tested Asymptomatic Residents Without Known Exposure as Surveillance,Tested Another Subgroup of Residents,Able to Test or Obtain Resources to Test All Staff and/or Personnel Within Next 7 Days,Reason for Not Testing Staff and/or Personnel - Lack of PPE for Personnel ,Reason for Not Testing Staff and/or Personnel - Lack of Supplies,Reason for Not Testing Staff and/or Personnel - Lack of Access to Laboratory,Reason for Not Testing Staff and/or Personnel  - Lack of Access to Trained Personnel ,Reason for Not Testing Staff and/or Personnel - Uncertainty About Reimbursement,Reason for Not Testing Staff and/or Personnel - Other,During Past Two Weeks Average Time to Receive Staff and/or Personnel Test Results,Has Facility Performed Staff and/or Personnel Tests Since Last Report,Tested Staff and/or Personnel with New Signs or Symptoms,Tested Asymptomatic Staff and/or Personnel in a Unit or Section After a New Case,Tested Asymptomatic Staff and/or Personnel Facility-Wide After a New Case,Tested Asymptomatic Staff and/or Personnel Without Known Exposure as Surveillance,Tested Another Subgroup of Staff and/or Personnel,In-House Point-of-Care Test Machine,COVID-19 Point-of-Care Tests Performed on Residents Since Last Report,COVID-19 Point-of-Care Tests Performed on Staff and/or Personnel Since Last Report,Enough Supplies to Test All Staff and/or Personnel Using Point-of-Care Test Machine,Staff Weekly Confirmed COVID-19,Staff Total Confirmed COVID-19,Staff Weekly Suspected COVID-19,Staff Total Suspected COVID-19,Staff Weekly COVID-19 Deaths,Staff Total COVID-19 Deaths,Shortage of Nursing Staff,Shortage of Clinical Staff,Shortage of Aides,Shortage of Other Staff,Any Current Supply of N95 Masks,One-Week Supply of N95 Masks,Any Current Supply of Surgical Masks,One-Week Supply of Surgical Masks,Any Current Supply of Eye Protection,One-Week Supply of Eye Protection,Any Current Supply of Gowns,One-Week Supply of Gowns,Any Current Supply of Gloves,One-Week Supply of Gloves,Any Current Supply of Hand Sanitizer,One-Week Supply of Hand Sanitizer,Ventilator Dependent Unit,Number of Ventilators in Facility,Number of Ventilators in Use for COVID-19,Any Current Supply of Ventilator Supplies,One-Week Supply of Ventilator Supplies,"Total Resident Confirmed COVID-19 Cases Per 1,000 Residents","Total Resident COVID-19 Deaths Per 1,000 Residents",Total Residents COVID-19 Deaths as a Percentage of Confirmed COVID-19 Cases,County,Three or More Confirmed COVID-19 Cases This Week,Initial Confirmed COVID-19 Case This Week,Geolocation,ReportingDate,confirmed_cases,deaths,CFR,outbreaks,facilities
10,2020-11-01,145820,HERITAGE HEALTH-MOUNT STERLING,435 CAMDEN ROAD,MOUNT STERLING,IL,62353.0,Y,Y,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,41.0,,,,,Y,N,N,N,N,N,N,3-7 DAYS,Y,N,N,N,Y,N,Y,N,N,N,N,N,N,3-7 DAYS,Y,N,N,N,Y,N,Y,1.0,2.0,Y,0.0,6.0,0.0,0.0,0.0,0.0,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,97.6,0.0,0.0,Brown,N,N,POINT (-90.768807 39.991263000000004),,,,,,
11,2020-11-01,145437,APERION CARE PRINCETON,515 BUREAU VALLEY PARKWAY,PRINCETON,IL,61356.0,Y,Y,0.0,0.0,0.0,11.0,0.0,0.0,0.0,2.0,0.0,0.0,92.0,74.0,,,,,Y,N,N,N,N,N,N,3-7 DAYS,N,N,N,N,N,N,Y,N,N,N,N,N,N,3-7 DAYS,Y,N,N,N,Y,N,Y,0.0,3.0,Y,0.0,6.0,0.0,3.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,148.6,0.0,0.0,Bureau,N,N,POINT (-89.450485 41.369886),,,,,,
12,2020-11-01,145486,APERION CARE SPRING VALLEY,1300 NORTH GREENWOOD STREET,SPRING VALLEY,IL,61362.0,Y,Y,0.0,0.0,6.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,98.0,95.0,,,,,Y,N,N,N,N,N,N,1-2 DAYS,Y,N,N,N,Y,N,Y,N,N,N,N,N,N,1-2 DAYS,Y,N,N,N,Y,N,Y,3.0,5.0,Y,1.0,4.0,0.0,0.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,94.7,0.0,0.0,Bureau,Y,N,POINT (-89.198353 41.339298),2020-11-13,29.0,0.0,0.0,1.0,1.0
13,2020-11-01,146063,HERITAGE HEALTH-WALNUT,308 SOUTH SECOND STREET,WALNUT,IL,61376.0,Y,Y,0.0,0.0,0.0,0.0,0.0,8.0,0.0,16.0,0.0,0.0,62.0,42.0,,,,,Y,N,N,N,N,N,N,1-2 DAYS,Y,N,N,N,Y,N,Y,N,N,N,N,N,N,1-2 DAYS,Y,N,N,N,Y,N,Y,5.0,61.0,Y,0.0,0.0,0.0,5.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,,Bureau,N,N,POINT (-89.598241 41.553725),,,,,,
14,2020-11-01,146083,MANOR COURT OF PRINCETON,140 NORTH SIXTH STREET,PRINCETON,IL,61356.0,Y,Y,1.0,2.0,1.0,3.0,2.0,28.0,1.0,6.0,0.0,1.0,125.0,78.0,,,,,Y,N,N,N,N,N,N,1-2 DAYS,Y,N,Y,Y,N,N,Y,N,N,N,N,N,N,1-2 DAYS,Y,N,N,Y,N,N,Y,2.0,0.0,Y,2.0,16.0,5.0,135.0,0.0,0.0,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,38.5,12.8,33.3,Bureau,N,N,POINT (-89.450575 41.377594),,,,,,
15,2020-11-01,145910,CALHOUN NURSING & REHAB CENTER,#1 MYRTLE LANE,HARDIN,IL,62047.0,Y,Y,0.0,1.0,0.0,1.0,0.0,5.0,1.0,19.0,0.0,0.0,80.0,68.0,,,,,Y,N,N,N,N,N,N,1-2 DAYS,N,N,N,N,N,N,Y,N,N,N,N,N,N,1-2 DAYS,Y,N,N,N,Y,N,Y,0.0,77.0,Y,0.0,3.0,0.0,19.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,14.7,0.0,0.0,Calhoun,N,N,,,,,,,
16,2020-11-01,145770,ALLURE OF MT CARROLL,1006 NORTH LOWDEN P.O. BOX 111,MOUNT CARROLL,IL,61053.0,Y,Y,0.0,0.0,0.0,18.0,0.0,1.0,1.0,21.0,0.0,7.0,72.0,34.0,,,,,Y,N,N,N,N,N,N,3-7 DAYS,Y,N,N,N,Y,N,Y,N,N,N,N,N,N,3-7 DAYS,Y,Y,N,N,Y,N,Y,0.0,1.0,Y,1.0,11.0,0.0,6.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,529.4,205.9,38.9,Carroll,N,N,,,,,,,
17,2020-11-01,14E701,BIG MEADOWS,1000 LONGMOOR,SAVANNA,IL,61074.0,Y,Y,0.0,2.0,8.0,41.0,1.0,13.0,4.0,10.0,3.0,5.0,83.0,73.0,,,,,Y,N,N,N,N,N,N,3-7 DAYS,Y,Y,N,Y,Y,N,Y,N,N,N,N,N,N,3-7 DAYS,Y,Y,N,Y,Y,N,N,,,,6.0,19.0,1.0,18.0,0.0,0.0,Y,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,561.6,68.5,12.2,Carroll,Y,N,POINT (-90.138388 42.095761),,,,,,
18,2020-11-01,145952,HERITAGE HEALTH-BEARDSTOWN,8306 ST LUKES DRIVE,BEARDSTOWN,IL,62618.0,Y,Y,0.0,0.0,0.0,4.0,0.0,1.0,0.0,7.0,0.0,0.0,79.0,49.0,,,,,Y,N,N,N,N,N,N,3-7 DAYS,Y,N,N,Y,N,N,Y,N,N,N,N,N,N,3-7 DAYS,Y,N,N,Y,N,N,Y,0.0,0.0,Y,1.0,6.0,0.0,18.0,0.0,0.0,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,81.6,0.0,0.0,Cass,N,N,POINT (-90.425426 40.000718),,,,,,
19,2020-11-01,146100,WALKER NURSING HOME,530 EAST BEARDSTOWN STREET,VIRGINIA,IL,62691.0,Y,Y,0.0,0.0,0.0,30.0,1.0,1.0,0.0,10.0,0.0,10.0,71.0,26.0,,,,,Y,N,N,N,N,N,N,<1 DAY,Y,N,N,N,Y,N,Y,N,N,N,N,N,N,<1 DAY,Y,N,N,N,Y,N,Y,3.0,9.0,Y,0.0,21.0,0.0,0.0,0.0,0.0,Y,Y,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,1153.8,384.6,33.3,Cass,N,N,POINT (-90.205881 39.94748),2020-11-13,57.0,11.0,0.19298245614035087,1.0,1.0
20,2020-11-01,145439,CHAMPAIGN URBANA NRSG & REHAB,302 WEST BURWASH,SAVOY,IL,61874.0,Y,Y,0.0,0.0,0.0,12.0,0.0,0.0,0.0,16.0,0.0,2.0,213.0,101.0,,,,,Y,N,N,N,N,N,N,3-7 DAYS,Y,N,N,Y,N,N,Y,N,N,N,N,N,N,3-7 DAYS,Y,N,N,Y,N,N,Y,0.0,10.0,Y,5.0,20.0,0.0,1.0,0.0,0.0,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,118.8,19.8,16.7,Champaign,N,N,,,,,,,
21,2020-11-01,145381,CLARK-LINDSEY VILLAGE,101 WEST WINDSOR ROAD,URBANA,IL,61801.0,Y,Y,0.0,2.0,0.0,2.0,0.0,0.0,2.0,12.0,0.0,0.0,105.0,66.0,,,,,Y,N,N,N,N,N,N,1-2 DAYS,Y,N,N,N,Y,N,Y,N,N,N,N,N,N,1-2 DAYS,Y,N,N,N,Y,N,Y,0.0,0.0,Y,2.0,17.0,0.0,3.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,30.3,0.0,0.0,Champaign,N,N,POINT (-88.232495 40.08345500000001),,,,,,
22,2020-11-01,145708,COUNTRY HEALTH,2304 C R 3000 N,GIFFORD,IL,61847.0,Y,Y,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,89.0,71.0,,,,,Y,N,N,N,N,N,N,1-2 DAYS,Y,Y,N,N,Y,N,Y,N,N,N,N,N,N,1-2 DAYS,Y,N,N,N,Y,N,Y,7.0,9.0,Y,0.0,7.0,0.0,0.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,28.2,0.0,0.0,Champaign,N,N,POINT (-88.020222 40.312816),,,,,,
23,2020-11-01,146017,ILLINI HERITAGE REHAB & HC,1315B CURT DRIVE,CHAMPAIGN,IL,61820.0,Y,Y,1.0,1.0,21.0,23.0,0.0,1.0,0.0,9.0,0.0,0.0,57.0,39.0,,,,,Y,N,N,N,N,N,N,1-2 DAYS,Y,Y,Y,N,Y,N,Y,N,N,N,N,N,N,1-2 DAYS,Y,N,Y,Y,Y,N,Y,5.0,0.0,Y,8.0,12.0,0.0,2.0,0.0,0.0,Y,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,589.7,0.0,0.0,Champaign,Y,N,POINT (-88.268481 40.140124),,,,,,
24,2020-11-01,145364,UNIVERSITY REHAB,500 SOUTH ART BARTELL ROAD,URBANA,IL,61802.0,Y,Y,0.0,1.0,0.0,4.0,0.0,0.0,0.0,26.0,0.0,0.0,243.0,162.0,,,,,Y,N,N,N,N,N,N,3-7 DAYS,N,N,N,N,N,N,Y,N,N,N,N,N,N,3-7 DAYS,N,N,N,N,N,N,Y,0.0,0.0,Y,0.0,18.0,0.0,0.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,24.7,0.0,0.0,Champaign,N,N,POINT (-88.183897 40.108183),,,,,,
25,2020-11-01,145267,HERITAGE HEALTH-PANA,1000 EAST SIXTH STREET ROAD,PANA,IL,62557.0,Y,Y,0.0,0.0,1.0,1.0,2.0,5.0,0.0,7.0,0.0,0.0,128.0,89.0,,,,,Y,N,N,N,N,N,N,1-2 DAYS,Y,Y,Y,Y,Y,N,Y,N,N,N,N,N,N,1-2 DAYS,Y,Y,Y,Y,Y,N,Y,4.0,2.0,Y,2.0,10.0,0.0,4.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,11.2,0.0,0.0,Christian,N,Y,POINT (-89.066722 39.382967),,,,,,
26,2020-11-01,145411,PRAIRIE ROSE HEALTH CARE CTR,900 SOUTH CHESTNUT,PANA,IL,62557.0,Y,Y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,80.0,49.0,,,,,Y,N,N,N,N,N,N,,N,N,N,N,N,N,Y,N,N,N,N,N,N,<1 DAY,Y,N,N,N,Y,N,Y,0.0,35.0,Y,0.0,2.0,0.0,0.0,0.0,0.0,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,,Christian,N,N,POINT (-89.08704 39.378773),,,,,,
27,2020-11-01,145502,TAYLORVILLE CARE CENTER,600 SOUTH HOUSTON,TAYLORVILLE,IL,62568.0,Y,Y,0.0,1.0,0.0,67.0,0.0,10.0,1.0,39.0,1.0,17.0,98.0,51.0,,,,,Y,N,N,N,N,N,N,1-2 DAYS,Y,N,N,Y,N,N,Y,N,N,N,N,N,N,1-2 DAYS,Y,N,N,Y,N,N,Y,0.0,0.0,Y,1.0,39.0,0.0,17.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,1313.7,333.3,25.4,Christian,N,N,POINT (-89.311245 39.54411),2020-11-13,91.0,16.0,0.17582417582417584,1.0,1.0
28,2020-11-01,146048,TAYLORVILLE SKLD NUR & REHAB,800 MCADAM DR,TAYLORVILLE,IL,62568.0,Y,Y,0.0,0.0,0.0,29.0,0.0,6.0,0.0,4.0,0.0,2.0,96.0,53.0,,,,,Y,N,N,N,N,N,N,3-7 DAYS,Y,N,N,N,Y,N,Y,N,N,N,N,N,N,3-7 DAYS,Y,N,N,N,Y,N,Y,0.0,0.0,Y,0.0,14.0,0.0,8.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,547.2,37.7,6.9,Christian,N,N,POINT (-89.27733 39.556748),,,,,,
29,2020-11-01,146117,CASEY HEALTHCARE CENTER,100 N.E. 15TH,CASEY,IL,62420.0,Y,Y,0.0,0.0,0.0,0.0,0.0,4.0,0.0,13.0,0.0,0.0,69.0,49.0,,,,,Y,N,N,N,N,N,N,,N,N,N,N,N,N,Y,N,N,N,N,N,N,3-7 DAYS,N,N,N,N,N,N,Y,0.0,0.0,Y,0.0,1.0,0.0,6.0,0.0,0.0,Y,N,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,,Clark,N,N,POINT (-87.97645 39.305942),,,,,,
30,2020-11-01,145416,HEARTLAND NURSING & REHAB,410 NORTHWEST THIRD,CASEY,IL,62420.0,Y,Y,0.0,0.0,1.0,53.0,0.0,8.0,6.0,17.0,2.0,10.0,81.0,36.0,,,,,Y,N,N,N,N,N,N,1-2 DAYS,Y,N,N,Y,Y,N,Y,N,N,N,N,N,N,1-2 DAYS,Y,N,N,Y,Y,N,Y,0.0,0.0,Y,3.0,24.0,2.0,6.0,0.0,0.0,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,1472.2,277.8,18.9,Clark,N,N,POINT (-87.997067 39.302735),,,,,,
31,2020-11-01,146046,MARSHALL REHAB & NURSING,410 NORTH SECOND STREET,MARSHALL,IL,62441.0,Y,Y,0.0,0.0,0.0,0.0,0.0,12.0,0.0,12.0,0.0,0.0,74.0,44.0,,,,,Y,N,N,N,N,N,N,3-7 DAYS,Y,N,N,N,N,Y,Y,N,N,N,N,N,N,3-7 DAYS,N,N,N,N,N,N,Y,0.0,0.0,Y,0.0,5.0,1.0,16.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,,Clark,N,N,POINT (-87.701894 39.39191),,,,,,
