,Week Ending,Federal Provider Number,Provider Name,Provider Address,Provider City,Provider State,Provider Zip Code,Submitted Data,Passed Quality Assurance Check,Residents Weekly Admissions COVID-19,Residents Total Admissions COVID-19,Residents Weekly Confirmed COVID-19,Residents Total Confirmed COVID-19,Residents Weekly Suspected COVID-19,Residents Total Suspected COVID-19,Residents Weekly All Deaths,Residents Total All Deaths,Residents Weekly COVID-19 Deaths,Residents Total COVID-19 Deaths,Number of All Beds,Total Number of Occupied Beds,Resident Access to Testing in Facility,Laboratory Type Is State Health Dept,Laboratory Type Is Private Lab,Laboratory Type Is Other,Able to Test or Obtain Resources to Test All Current Residents Within Next 7 Days,Reason for Not Testing Residents - Lack of PPE for Personnel ,Reason for Not Testing Residents - Lack of Supplies,Reason for Not Testing Residents  - Lack of Access to Laboratory,Reason for Not Testing Residents - Lack of Access to Trained Personnel ,Reason for Not Testing Residents  - Uncertainty About Reimbursement,Reason for Not Testing Residents  - Other,During Past Two Weeks Average Time to Receive Resident Test Results,Has Facility Performed Resident Tests Since Last Report,Tested Residents with New Signs or Symptoms,Tested Asymptomatic Residents in a Unit or Section After a New Case,Tested Asymptomatic Residents Facility-Wide After a New Case,Tested Asymptomatic Residents Without Known Exposure as Surveillance,Tested Another Subgroup of Residents,Able to Test or Obtain Resources to Test All Staff and/or Personnel Within Next 7 Days,Reason for Not Testing Staff and/or Personnel - Lack of PPE for Personnel ,Reason for Not Testing Staff and/or Personnel - Lack of Supplies,Reason for Not Testing Staff and/or Personnel - Lack of Access to Laboratory,Reason for Not Testing Staff and/or Personnel  - Lack of Access to Trained Personnel ,Reason for Not Testing Staff and/or Personnel - Uncertainty About Reimbursement,Reason for Not Testing Staff and/or Personnel - Other,During Past Two Weeks Average Time to Receive Staff and/or Personnel Test Results,Has Facility Performed Staff and/or Personnel Tests Since Last Report,Tested Staff and/or Personnel with New Signs or Symptoms,Tested Asymptomatic Staff and/or Personnel in a Unit or Section After a New Case,Tested Asymptomatic Staff and/or Personnel Facility-Wide After a New Case,Tested Asymptomatic Staff and/or Personnel Without Known Exposure as Surveillance,Tested Another Subgroup of Staff and/or Personnel,In-House Point-of-Care Test Machine,COVID-19 Point-of-Care Tests Performed on Residents Since Last Report,COVID-19 Point-of-Care Tests Performed on Staff and/or Personnel Since Last Report,Enough Supplies to Test All Staff and/or Personnel Using Point-of-Care Test Machine,Staff Weekly Confirmed COVID-19,Staff Total Confirmed COVID-19,Staff Weekly Suspected COVID-19,Staff Total Suspected COVID-19,Staff Weekly COVID-19 Deaths,Staff Total COVID-19 Deaths,Shortage of Nursing Staff,Shortage of Clinical Staff,Shortage of Aides,Shortage of Other Staff,Any Current Supply of N95 Masks,One-Week Supply of N95 Masks,Any Current Supply of Surgical Masks,One-Week Supply of Surgical Masks,Any Current Supply of Eye Protection,One-Week Supply of Eye Protection,Any Current Supply of Gowns,One-Week Supply of Gowns,Any Current Supply of Gloves,One-Week Supply of Gloves,Any Current Supply of Hand Sanitizer,One-Week Supply of Hand Sanitizer,Ventilator Dependent Unit,Number of Ventilators in Facility,Number of Ventilators in Use for COVID-19,Any Current Supply of Ventilator Supplies,One-Week Supply of Ventilator Supplies,"Total Resident Confirmed COVID-19 Cases Per 1,000 Residents","Total Resident COVID-19 Deaths Per 1,000 Residents",Total Residents COVID-19 Deaths as a Percentage of Confirmed COVID-19 Cases,County,Three or More Confirmed COVID-19 Cases This Week,Initial Confirmed COVID-19 Case This Week,Geolocation,ReportingDate,confirmed_cases,deaths,CFR,outbreaks,facilities
10,2020-11-01,145729,CARLYLE HEALTHCARE CENTER,501 CLINTON STREET,CARLYLE,IL,62231.0,Y,Y,0.0,15.0,1.0,64.0,0.0,4.0,1.0,33.0,0.0,13.0,109.0,63.0,,,,,Y,N,N,N,N,N,N,1-2 DAYS,Y,N,N,N,Y,N,Y,N,N,N,N,N,N,1-2 DAYS,Y,N,N,N,Y,N,Y,0.0,9.0,Y,5.0,47.0,0.0,5.0,0.0,1.0,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,1015.9,206.3,20.3,Clinton,N,N,POINT (-89.364004 38.614179),2020-11-13,29,1,0.03448275862068965,1,1
11,2020-11-01,146025,CLINTON MANOR LIVING CENTER,111 EAST ILLINOIS STREET,NEW BADEN,IL,62265.0,Y,Y,0.0,1.0,2.0,14.0,0.0,12.0,1.0,2.0,0.0,0.0,33.0,22.0,,,,,Y,N,N,N,N,N,N,<1 DAY,Y,N,N,Y,Y,N,Y,N,N,N,N,N,N,1-2 DAYS,Y,N,N,Y,Y,N,Y,10.0,1.0,Y,2.0,6.0,0.0,17.0,0.0,0.0,N,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,636.4,0.0,0.0,Clinton,N,N,POINT (-89.692394 38.534113),2020-11-13,6,0,0.0,1,1
12,2020-11-01,145724,ADDOLORATA VILLA,555 MCHENRY ROAD,WHEELING,IL,60090.0,Y,Y,0.0,6.0,0.0,63.0,0.0,10.0,0.0,49.0,0.0,21.0,149.0,64.0,,,,,Y,N,N,N,N,N,N,1-2 DAYS,Y,N,N,N,N,Y,Y,N,N,N,N,N,N,1-2 DAYS,Y,N,N,N,Y,N,Y,0.0,0.0,Y,0.0,45.0,0.0,8.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,984.4,328.1,33.3,Cook,N,N,POINT (-87.94044 42.145592),2020-11-13,106,20,0.18867924528301888,2,1
13,2020-11-01,145557,ALDEN ESTATES OF BARRINGTON,1420 SOUTH BARRINGTON ROAD,BARRINGTON,IL,60010.0,Y,Y,0.0,0.0,0.0,13.0,0.0,4.0,0.0,0.0,0.0,0.0,150.0,119.0,,,,,Y,N,N,N,N,N,N,1-2 DAYS,Y,N,N,N,Y,N,Y,N,N,N,N,N,N,1-2 DAYS,Y,N,N,N,Y,N,Y,0.0,0.0,Y,0.0,11.0,0.0,4.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,27.0,0.0,Y,Y,109.2,0.0,0.0,Cook,N,N,POINT (-88.13619 42.133069),2020-11-13,32,0,0.0,2,1
14,2020-11-01,145907,ALDEN ESTATES OF EVANSTON,2520 GROSS POINT ROAD,EVANSTON,IL,60201.0,Y,Y,0.0,0.0,2.0,8.0,3.0,5.0,0.0,1.0,0.0,1.0,99.0,42.0,,,,,Y,N,N,N,N,N,N,3-7 DAYS,Y,Y,N,Y,Y,N,Y,N,N,N,N,N,N,3-7 DAYS,Y,N,N,Y,Y,N,Y,0.0,0.0,Y,5.0,13.0,0.0,1.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,190.5,23.8,12.5,Cook,N,N,POINT (-87.729802 42.063135),2020-11-13,18,2,0.1111111111111111,1,1
15,2020-11-01,145888,ALDEN ESTATES OF NORTHMOOR,5831 NORTH NORTHWEST HIGHWAY,CHICAGO,IL,60631.0,Y,Y,0.0,11.0,0.0,37.0,0.0,27.0,2.0,13.0,0.0,9.0,198.0,153.0,,,,,Y,N,N,N,N,N,N,1-2 DAYS,Y,N,N,N,Y,N,Y,N,N,N,N,N,N,3-7 DAYS,Y,N,N,N,Y,N,Y,0.0,0.0,Y,1.0,30.0,0.0,3.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,241.8,58.8,24.3,Cook,N,N,POINT (-87.790295 41.987361),2020-11-13,98,19,0.19387755102040816,1,1
16,2020-11-01,145963,ALDEN ESTATES OF ORLAND PARK,16450 SOUTH 97TH AVENUE,ORLAND PARK,IL,60462.0,Y,Y,0.0,7.0,0.0,8.0,0.0,3.0,1.0,26.0,0.0,6.0,200.0,111.0,,,,,Y,N,N,N,N,N,N,1-2 DAYS,Y,N,N,N,N,Y,Y,N,N,N,N,N,N,1-2 DAYS,Y,N,N,N,Y,N,Y,0.0,0.0,Y,0.0,6.0,0.0,9.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,12.0,0.0,Y,Y,72.1,54.1,75.0,Cook,N,N,POINT (-87.854779 41.590979),2020-11-13,44,13,0.2954545454545455,1,1
17,2020-11-01,145869,ALDEN ESTATES OF SKOKIE,4626 OLD ORCHARD ROAD,SKOKIE,IL,60076.0,Y,Y,0.0,0.0,0.0,1.0,0.0,12.0,0.0,0.0,0.0,0.0,56.0,19.0,,,,,Y,N,N,N,N,N,N,1-2 DAYS,Y,N,N,N,Y,N,Y,N,N,N,N,N,N,<1 DAY,Y,N,N,N,Y,N,Y,0.0,43.0,Y,2.0,6.0,0.0,7.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,52.6,0.0,0.0,Cook,N,N,POINT (-87.743036 42.062465),2020-11-13,6,0,0.0,1,1
18,2020-11-01,145869,ALDEN ESTATES OF SKOKIE,4626 OLD ORCHARD ROAD,SKOKIE,IL,60076.0,Y,Y,0.0,0.0,0.0,1.0,0.0,12.0,0.0,0.0,0.0,0.0,56.0,19.0,,,,,Y,N,N,N,N,N,N,1-2 DAYS,Y,N,N,N,Y,N,Y,N,N,N,N,N,N,<1 DAY,Y,N,N,N,Y,N,Y,0.0,43.0,Y,2.0,6.0,0.0,7.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,52.6,0.0,0.0,Cook,N,N,POINT (-87.743036 42.062465),2020-11-13,3,0,0.0,1,1
19,2020-11-01,14A057,ALL AMERICAN NURSING HOME,5448 NORTH BROADWAY STREET,CHICAGO,IL,60640.0,Y,Y,0.0,4.0,0.0,20.0,0.0,0.0,0.0,4.0,0.0,4.0,144.0,131.0,,,,,Y,N,N,N,N,N,N,1-2 DAYS,N,N,N,N,N,N,Y,N,N,N,N,N,N,1-2 DAYS,Y,N,N,N,Y,N,N,,,,0.0,26.0,0.0,0.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,152.7,30.5,20.0,Cook,N,N,POINT (-87.66004100000002 41.98083),2020-11-13,50,4,0.08,1,1
20,2020-11-01,145913,APERION CARE BURBANK,5701 WEST 79TH STREET,BURBANK,IL,60459.0,N,,0.0,48.0,0.0,3.0,0.0,0.0,0.0,26.0,0.0,2.0,56.0,51.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,48.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,58.8,39.2,66.7,Cook,,,POINT (-87.763826 41.748753),2020-11-13,9,1,0.1111111111111111,2,1
21,2020-11-01,145180,APERION CARE CHICAGO HEIGHTS,490 WEST 16TH PLACE,CHICAGO HEIGHTS,IL,60411.0,Y,Y,0.0,7.0,0.0,15.0,0.0,36.0,0.0,1.0,0.0,1.0,200.0,191.0,,,,,Y,N,N,N,N,N,N,3-7 DAYS,Y,N,N,N,Y,N,Y,N,N,N,N,N,N,3-7 DAYS,Y,N,N,N,Y,N,Y,0.0,0.0,Y,1.0,22.0,0.0,28.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,78.5,5.2,6.7,Cook,N,N,POINT (-87.66181 41.501315),2020-11-13,29,1,0.03448275862068965,1,1
22,2020-11-01,145877,APERION CARE DOLTON,14325 SOUTH BLACKSTONE,DOLTON,IL,60419.0,Y,Y,0.0,2.0,0.0,12.0,0.0,1.0,0.0,3.0,0.0,1.0,88.0,80.0,,,,,Y,N,N,N,N,N,N,3-7 DAYS,Y,N,N,N,Y,N,Y,N,N,N,N,N,N,3-7 DAYS,Y,N,N,N,Y,N,Y,0.0,0.0,Y,0.0,6.0,0.0,1.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,150.0,12.5,8.3,Cook,N,N,,2020-11-13,29,6,0.20689655172413796,1,1
23,2020-11-01,146058,APERION CARE EVANSTON,1300 OAK AVENUE,EVANSTON,IL,60201.0,Y,Y,0.0,3.0,0.0,16.0,0.0,33.0,0.0,2.0,0.0,2.0,57.0,56.0,,,,,Y,N,N,N,N,N,N,1-2 DAYS,Y,N,N,N,Y,N,Y,N,N,N,N,N,N,1-2 DAYS,Y,N,N,N,Y,N,Y,0.0,0.0,Y,0.0,9.0,0.0,0.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,285.7,35.7,12.5,Cook,N,N,POINT (-87.686957 42.041462),2020-11-13,25,2,0.08,1,1
24,2020-11-01,145969,APERION CARE FOREST PARK,8200 WEST ROOSEVELT ROAD,FOREST PARK,IL,60130.0,Y,Y,2.0,67.0,0.0,19.0,0.0,11.0,2.0,40.0,1.0,5.0,232.0,196.0,,,,,Y,N,N,N,N,N,N,1-2 DAYS,N,N,N,N,N,N,Y,N,N,N,N,N,N,1-2 DAYS,Y,N,N,N,Y,N,N,,,,0.0,18.0,0.0,3.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,96.9,25.5,26.3,Cook,N,N,POINT (-87.825647 41.864613),2020-11-13,53,6,0.11320754716981132,2,1
25,2020-11-01,145947,APERION CARE MIDLOTHIAN,3249 WEST 147TH STREET,MIDLOTHIAN,IL,60445.0,Y,Y,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,91.0,88.0,,,,,Y,N,N,N,N,N,N,1-2 DAYS,Y,N,N,Y,N,N,Y,N,N,N,N,N,N,1-2 DAYS,Y,N,N,Y,N,N,Y,4.0,0.0,Y,0.0,7.0,0.0,0.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,22.7,0.0,0.0,Cook,N,N,,2020-11-13,9,0,0.0,2,1
26,2020-11-01,145197,APERION CARE OAK LAWN,9401 SOUTH RIDGELAND AVENUE,OAK LAWN,IL,60453.0,Y,Y,0.0,30.0,0.0,2.0,0.0,0.0,0.0,9.0,0.0,8.0,133.0,118.0,,,,,Y,N,N,N,N,N,N,3-7 DAYS,Y,N,N,N,Y,N,Y,N,N,N,N,N,N,3-7 DAYS,Y,N,N,Y,N,N,Y,0.0,0.0,Y,0.0,9.0,0.0,0.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,16.9,67.8,400.0,Cook,N,N,POINT (-87.779931 41.720933),2020-11-13,103,22,0.21359223300970875,1,1
27,2020-11-01,145658,APERION CARE PLUM GROVE,24 SOUTH PLUM GROVE ROAD,PALATINE,IL,60067.0,Y,Y,0.0,1.0,0.0,38.0,0.0,8.0,0.0,12.0,0.0,6.0,67.0,55.0,,,,,Y,N,N,N,N,N,N,1-2 DAYS,Y,N,N,N,Y,N,Y,N,N,N,N,N,N,1-2 DAYS,Y,N,N,N,Y,N,N,,,,0.0,19.0,0.0,11.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,690.9,109.1,15.8,Cook,N,N,POINT (-88.04377 42.109716),2020-11-13,58,19,0.3275862068965517,1,1
28,2020-11-01,145832,APERION CARE WEST RIDGE,6450 NORTH RIDGE BLVD,CHICAGO,IL,60626.0,Y,Y,0.0,11.0,0.0,31.0,0.0,0.0,0.0,15.0,0.0,9.0,136.0,110.0,,,,,Y,N,N,N,N,N,N,1-2 DAYS,N,N,N,N,N,N,Y,N,N,N,N,N,N,1-2 DAYS,Y,N,N,Y,N,N,Y,0.0,0.0,Y,0.0,10.0,0.0,2.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,281.8,81.8,29.0,Cook,N,N,POINT (-87.677476 41.999346),2020-11-13,43,14,0.32558139534883723,2,1
29,2020-11-01,146169,ARBOUR HEALTH CARE CENTER,1512 WEST FARGO,CHICAGO,IL,60626.0,Y,Y,0.0,9.0,0.0,31.0,0.0,0.0,0.0,4.0,0.0,2.0,99.0,88.0,,,,,Y,N,N,N,N,N,N,1-2 DAYS,N,N,N,N,N,N,Y,N,N,N,N,N,N,1-2 DAYS,Y,N,N,N,Y,N,Y,0.0,0.0,Y,0.0,23.0,0.0,4.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,352.3,22.7,6.5,Cook,N,N,POINT (-87.668745 42.017131),2020-11-13,60,3,0.05,2,1
30,2020-11-01,145479,ATRIUM HEALTH CARE CENTER,1425 WEST ESTES AVENUE,CHICAGO,IL,60626.0,Y,Y,0.0,19.0,0.0,9.0,0.0,13.0,0.0,15.0,0.0,20.0,160.0,140.0,,,,,Y,N,N,N,N,N,N,1-2 DAYS,Y,N,N,N,Y,N,Y,N,N,N,N,N,N,1-2 DAYS,Y,N,N,N,Y,N,N,,,,0.0,16.0,0.0,16.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,64.3,142.9,222.2,Cook,N,N,POINT (-87.66708 42.011553),2020-11-13,99,10,0.101010101010101,1,1
